1619049024.6757886,-3,0,3,-1,-3,-5,2,5
1619049024.6792474,0,-1,0,-2,-1,-2,0,1
1619049024.6823728,-1,-2,-1,-1,1,1,-1,-4
1619049024.6843853,-2,-3,-4,-3,-2,-1,0,2
1619049024.6871204,0,2,1,2,-1,-1,-3,-1
1619049024.6890337,0,-2,-4,-3,1,1,-3,-4
1619049024.6917527,1,0,-2,-4,-2,-2,0,0
1619049024.693772,0,0,0,1,-4,-4,0,0
1619049024.6965113,1,-2,-3,-3,-1,0,0,-5
1619049024.699294,-2,-2,-2,-2,0,-2,-1,-1
1619049024.7054534,-2,0,1,1,-3,-3,0,3
1619049024.7074122,-1,1,-1,-1,0,0,-1,-1
1619049024.7101355,-1,-2,-4,-2,1,0,-1,-3
1619049024.7126865,-3,-2,-2,0,-1,-2,0,1
1619049024.7163455,0,-1,-1,-3,-3,-1,-2,-2
1619049024.7181883,0,1,-2,-2,0,-1,-2,-2
1619049024.7208276,-1,1,-2,0,-2,-1,-2,-1
1619049024.7226312,-1,0,0,2,0,-2,1,0
1619049024.7402232,0,-1,-2,-1,1,0,-2,1
1619049024.7423213,-1,-4,-2,-2,-1,2,-1,0
1619049024.7479932,-1,-2,2,-1,-2,-2,1,1
1619049024.7497635,0,1,0,2,-1,1,-1,-1
1619049024.7639446,0,-1,-2,-1,-1,0,-1,-2
1619049024.7659564,-1,1,1,0,0,-3,-5,-1
1619049024.7699358,0,-4,-2,-1,1,0,-2,-1
1619049024.772065,0,0,-1,2,-1,-2,-3,-1
1619049024.7780674,-1,-1,-2,1,-1,-1,1,-1
1619049024.7799566,0,-1,0,1,1,-2,1,-2
1619049024.7824993,0,-1,0,3,0,-1,-1,-2
1619049024.7842586,0,0,1,-4,0,-1,-1,-2
1619049024.8008215,-2,-3,-1,1,0,-2,0,0
1619049024.802898,-2,-1,-3,-2,-2,-1,-2,-1
1619049024.8056433,-3,-3,-1,0,-2,0,-1,-2
1619049024.8075686,-2,-2,-3,-1,-2,-2,0,0
1619049024.8157504,0,1,-3,-2,-1,-2,-1,-2
1619049024.8177028,0,-1,-2,-2,-2,-4,-2,1
1619049024.820269,0,-2,-1,-1,0,-1,0,-2
1619049024.8221529,0,0,-1,-1,-3,1,0,-1
1619049024.85386,-1,0,-1,0,-1,0,-1,-1
1619049024.8559387,-2,-3,1,0,0,2,2,-1
1619049024.8587966,-1,0,-1,-1,-1,0,1,0
1619049024.8607566,1,-2,0,0,-2,-1,-2,0
1619049024.8642273,-2,0,-1,-4,-2,-3,-3,-1
1619049024.866089,1,0,1,1,-1,-1,-3,-2
1619049024.868572,-1,0,-2,-3,0,-1,-1,-1
1619049024.8704329,-1,0,-2,-1,-1,0,-1,-1
1619049024.882707,-1,-1,-2,0,0,0,1,1
1619049024.884526,0,-1,-3,-6,1,1,1,0
1619049024.8904157,-1,-1,-1,-1,0,-1,-1,-1
1619049024.8921332,-2,-3,-1,-1,-3,-2,-1,0
1619049024.8975852,-3,-3,-1,-1,-3,-3,-3,-2
1619049024.8993099,0,-1,-3,-1,-2,-1,0,-3
1619049024.901768,0,-1,0,-1,-2,0,-1,0
1619049024.9034884,-1,-1,1,0,0,0,0,-1
1619049024.9209607,-2,-3,-3,-2,1,-1,-2,-1
1619049024.9227266,-1,-2,-3,-3,-2,-3,-3,0
1619049024.9250658,-2,0,0,-1,-1,-1,-3,0
1619049024.9267797,-2,-1,0,1,0,0,-3,-2
1619049024.935444,0,-2,-1,-1,0,0,0,-2
1619049024.9371634,0,-2,0,1,-1,-1,1,-1
1619049024.9395497,-1,0,-3,-1,-1,0,-1,-1
1619049024.9412224,1,0,-2,-5,-1,-1,1,0
1619049024.966321,0,0,2,0,-2,-2,1,0
1619049024.9683397,-1,-1,1,4,-1,2,1,-1
