1619049024.6742988,-12876,2884,9036,3561,1863,-76,648,17,4,-4
1619049024.6751032,-12876,2884,9036,3561,1867,-69,654,9,5,1
1619049024.7009835,-12876,2884,9036,3561,1860,-68,647,-5,7,5
1619049024.702513,-12876,2888,9034,3561,1867,-84,649,-17,5,7
1619049024.713799,-12876,2888,9034,3561,1865,-84,643,-13,6,4
1619049024.7304964,-12876,2888,9035,3560,1869,-83,640,-4,5,-1
1619049024.7505713,-12876,2888,9035,3561,1872,-73,654,-3,3,-7
1619049024.7730784,-12876,2888,9034,3560,1860,-83,653,-2,1,-7
1619049024.7850535,-12876,2888,9034,3561,1866,-66,653,-11,0,-2
1619049024.8083425,-12875,2892,9034,3562,1874,-94,644,-18,2,-4
1619049024.8229487,-12875,2892,9034,3561,1861,-84,659,-2,3,-11
1619049024.8616292,-12876,2890,9034,3561,1858,-85,650,17,1,-10
1619049024.871249,-12876,2890,9034,3561,1869,-68,646,11,1,-6
1619049024.8928852,-12876,2889,9034,3561,1878,-73,655,-16,9,-1
1619049024.9042323,-12876,2890,9034,3560,1855,-86,656,-12,7,1
1619049024.927507,-12876,2890,9034,3560,1845,-89,650,4,-3,7
1619049024.948364,-12876,2890,9034,3560,1861,-90,646,7,-6,3
1619049024.9736917,-12876,2891,9034,3560,1879,-86,642,14,-8,-2
1619049025.0045824,-12876,2891,9034,3560,1861,-81,643,14,-8,0
1619049025.013557,-12876,2891,9034,3560,1862,-80,649,15,-9,2
1619049025.039888,-12876,2889,9036,3555,1860,-89,657,31,-14,6
1619049025.0491536,-12876,2883,9041,3549,1854,-80,646,48,-22,-5
1619049025.071345,-12874,2876,9047,3545,1847,-76,645,47,-28,-9
1619049025.0840814,-12872,2871,9053,3542,1846,-73,652,39,-37,-14
1619049025.1077428,-12868,2866,9061,3538,1851,-67,642,38,-48,-8
1619049025.1302414,-12863,2863,9071,3533,1878,-62,642,34,-59,-1
1619049025.1440744,-12858,2862,9080,3531,1872,-78,648,18,-59,-13
1619049025.1685343,-12853,2857,9090,3530,1846,-89,647,33,-62,-40
1619049025.1856015,-12847,2848,9101,3530,1823,-78,652,49,-73,-55
1619049025.2046044,-12839,2837,9114,3534,1819,-64,663,41,-90,-78
1619049025.236284,-12828,2826,9130,3542,1832,-61,654,37,-104,-99
1619049025.2820458,-12814,2816,9149,3549,1844,-67,634,28,-113,-106
1619049025.2921755,-12800,2805,9169,3558,1840,-79,629,36,-122,-127
1619049025.3010926,-12785,2786,9193,3564,1836,-65,635,83,-141,-141
1619049025.3170443,-12769,2760,9221,3568,1849,-24,642,119,-158,-143
1619049025.3261907,-12751,2737,9250,3577,1871,7,648,82,-171,-141
1619049025.355367,-12730,2728,9273,3597,1896,31,655,-24,-160,-139
1619049025.365466,-12712,2735,9282,3631,1847,31,662,-151,-115,-132
1619049025.3843384,-12701,2755,9276,3670,1736,-1,648,-232,-51,-105
1619049025.4077048,-12711,2789,9239,3705,1527,34,667,-304,92,27
1619049025.4315531,-12706,2841,9216,3741,1875,2,633,-379,36,37
1619049025.4446516,-12699,2900,9196,3768,2019,-68,591,-369,47,61
1619049025.4781008,-12697,2945,9172,3798,1891,-106,576,-309,92,-3
1619049025.5049365,-12695,2969,9161,3810,1894,-127,593,-144,30,-16
1619049025.514128,-12694,2971,9163,3809,1889,-95,527,9,1,-1
1619049025.5703063,-12691,2963,9176,3794,1888,-84,518,104,-29,0
1619049025.5957842,-12682,2949,9202,3770,1906,-59,481,166,-78,14
1619049025.6130502,-12654,2908,9275,3717,1869,-14,451,208,-148,2
1619049025.6219065,-12636,2891,9316,3689,1905,10,445,188,-171,22
1619049025.6325486,-12614,2887,9357,3666,1973,1,444,113,-189,38
1619049025.653603,-12589,2894,9393,3650,1961,-25,456,41,-198,27
1619049025.6662421,-12566,2900,9428,3638,1908,-25,482,32,-209,11
1619049025.6884842,-12542,2904,9464,3623,1910,-33,470,58,-216,11
1619049025.706327,-12518,2902,9503,3604,1988,-27,457,92,-218,8
1619049025.7261064,-12496,2897,9541,3587,2015,-23,481,101,-213,-7
1619049025.749079,-12476,2885,9577,3569,2025,7,502,127,-207,-4
1619049025.773491,-12458,2859,9613,3557,2002,48,473,168,-167,-53
1619049025.8129854,-12433,2830,9656,3551,1958,19,455,163,-217,-126
1619049025.842907,-12392,2816,9713,3550,1921,16,353,90,-297,-131
1619049025.8524945,-12344,2825,9771,3551,1951,14,346,-16,-352,-82
1619049025.882389,-12299,2826,9825,3555,1993,-28,374,3,-336,-138
1619049025.8922818,-12245,2818,9890,3568,1981,36,357,15,-396,-200
1619049025.9096797,-12185,2813,9961,3583,1921,-50,329,5,-442,-260
1619049025.9381857,-12130,2822,10015,3610,1997,-74,518,-104,-465,-259
1619049025.9782946,-12103,2823,10040,3631,2168,-9,684,-67,-321,-162
1619049025.9879289,-12083,2798,10072,3628,2089,-41,483,148,-221,-177
1619049026.0094957,-12088,2768,10048,3701,2071,-39,726,-93,55,-170
1619049026.040111,-12120,2699,10049,3645,1926,18,510,514,70,12
1619049026.049622,-12139,2618,10066,3589,1920,132,389,558,38,-1
1619049026.0721185,-12155,2594,10060,3570,2015,135,313,163,142,55
1619049026.1206257,-12183,2608,10028,3555,1961,52,395,-21,202,167
1619049026.1308784,-12213,2617,10001,3522,1931,19,384,70,184,216
1619049026.150823,-12222,2630,10001,3480,1899,-19,203,106,79,196
1619049026.1564991,-12234,2637,9999,3439,1908,-50,296,123,57,170
1619049026.1699805,-12252,2633,9993,3396,2003,5,379,176,76,181
1619049026.1790934,-12267,2622,9987,3366,1942,114,392,140,66,159
1619049026.2038484,-12274,2632,9981,3351,1893,91,353,5,48,149
1619049026.2133071,-12269,2661,9985,3334,1903,15,327,-68,-41,163
1619049026.2295055,-12271,2682,9984,3314,1986,-47,415,-14,-35,133
1619049026.2515876,-12275,2688,9983,3297,1995,18,457,29,-25,106
1619049026.2736807,-12275,2679,9993,3273,1893,50,398,127,-60,86
1619049026.2894447,-12265,2669,10015,3253,1905,25,332,123,-106,33
1619049026.311267,-12262,2667,10022,3246,2028,15,435,35,-56,25
1619049026.3757098,-12266,2655,10023,3233,2017,53,476,93,-26,46
1619049026.398349,-12266,2644,10028,3229,1930,113,403,52,-20,31
1619049026.4091365,-12256,2657,10033,3240,1939,52,320,-102,-22,15
1619049026.431493,-12255,2671,10025,3256,1977,-18,440,-122,6,-23
1619049026.4449303,-12260,2667,10021,3256,1978,-16,467,16,3,-16
1619049026.4723172,-12261,2651,10024,3255,1940,37,368,-9,20,-5
1619049026.485498,-12260,2658,10022,3258,1952,31,359,-46,19,26
