1619049237.3534055,0,-2,-1,2,-1,-1,-3,-1
1619049237.3569002,-1,1,-1,-1,-5,-2,1,3
1619049237.3608744,-2,-1,2,3,0,1,-2,-4
1619049237.3652678,0,-3,-1,2,0,-1,-1,-1
1619049237.3692353,0,2,-1,1,-5,-5,1,5
1619049237.3714578,-2,0,0,-1,-1,-1,-1,-4
1619049237.3755205,0,-1,0,-3,1,0,-1,-1
1619049237.3774316,0,0,-3,-2,-3,-3,-1,3
1619049237.381191,-1,0,-3,-1,0,0,-3,-3
1619049237.383249,0,-1,1,-1,0,1,2,0
1619049237.3865867,1,0,0,-1,-3,0,0,-2
1619049237.3883832,-1,-4,-1,-1,0,-1,0,-5
1619049237.3910246,-2,0,-3,-1,1,-1,0,-2
1619049237.3929698,-3,1,0,2,-1,0,-2,0
1619049237.4048955,-1,-1,-2,-3,-4,-1,0,-2
1619049237.4070847,-1,-2,-2,-2,0,0,-2,-3
1619049237.4099176,-2,-3,0,-2,-1,0,1,-3
1619049237.411757,-1,-1,0,1,-6,-4,-3,1
1619049237.4280398,-3,-1,0,3,0,-1,-2,0
1619049237.4302042,-1,-1,-2,1,-2,0,-2,1
1619049237.4362528,-2,-2,-2,-2,0,0,2,0
1619049237.4381025,0,-1,-2,-3,-2,-2,-1,-4
1619049237.443909,1,-2,0,1,1,-2,-1,-1
1619049237.4458647,2,-1,0,-1,-1,-1,0,0
1619049237.4485672,0,-1,-2,-4,0,1,0,1
1619049237.450366,-3,-2,0,-1,-1,-1,-2,-3
1619049237.4649086,-3,-1,-2,-3,-2,-2,0,1
1619049237.4666548,-2,-2,-2,-4,-3,-1,0,-1
1619049237.469012,0,-3,-1,-1,1,0,-2,-1
1619049237.4707212,-1,1,-1,0,-1,-1,-1,2
1619049237.495906,-1,-2,-2,-1,-2,-2,-3,-2
1619049237.4980319,-1,0,-2,-3,-1,0,-1,-1
1619049237.500806,-1,-1,0,2,-3,-2,0,-2
1619049237.5026212,0,-2,-2,-1,-1,-1,-1,-1
1619049237.5056942,0,0,0,-1,-1,-1,0,-1
1619049237.5074394,-1,0,0,1,0,-1,-1,-1
1619049237.509793,-2,-2,-1,0,-1,-1,-1,-2
1619049237.5116115,0,0,2,-1,0,-2,1,-1
1619049237.5421278,-1,-1,-1,-2,-1,-1,-1,1
1619049237.5440059,-1,0,0,-1,-1,0,0,0
1619049237.546678,1,0,-1,-1,-1,0,-1,-1
1619049237.5483592,0,-1,0,-1,2,-1,-1,1
1619049237.5514247,-1,0,-2,1,-1,2,-1,-2
1619049237.5531123,1,3,2,4,-3,-3,-1,0
1619049237.555442,-2,0,-1,0,-1,0,1,-2
1619049237.5571525,-1,0,-1,-2,1,3,1,-1
1619049237.5620246,1,-2,0,-2,-1,-2,-1,1
1619049237.5637238,-4,-3,-2,-1,-2,-2,-1,-2
1619049237.5660644,1,-2,-1,1,0,0,-1,-2
1619049237.5677922,0,0,-1,2,-1,0,-1,-2
1619049237.584795,-2,-2,0,-1,1,1,0,1
1619049237.5865276,-1,-1,-1,-1,0,0,-1,-3
1619049237.5888858,-2,1,-1,-2,-1,-3,-2,-1
1619049237.5906353,-2,-1,-4,-3,-3,0,1,1
1619049237.5990615,-4,-2,-3,-1,0,0,-1,-3
1619049237.600769,-1,0,0,-2,0,-1,-1,-1
1619049237.6067407,0,-2,0,-1,-1,-3,-2,-1
1619049237.6088305,-1,-2,-1,-1,1,-2,-1,-1
1619049237.622889,0,0,-2,1,-1,-3,-1,-1
1619049237.6246424,-2,-1,0,1,-2,1,1,0
1619049237.6296186,-2,-2,-2,-2,-3,0,1,-1
1619049237.6313584,-2,-1,-1,-1,-2,-1,-2,-2
1619049237.6448035,0,0,0,0,-2,-2,-2,0
1619049237.6466348,0,-1,-1,-1,-1,-2,0,-1
1619049237.6490533,-2,-1,-1,-1,0,-2,-1,-1
1619049237.6508281,0,0,-2,-1,-2,-2,-2,0
1619049237.659082,2,-1,3,2,-1,-2,0,0
1619049237.6608129,-3,-1,-3,-2,-1,-1,-1,0
1619049237.6837466,-1,1,-3,-3,0,1,0,1
1619049237.685568,-1,-2,0,-2,-1,-2,-2,-3
1619049237.6888652,-1,-2,-2,-2,-3,-1,-2,0
1619049237.6906314,1,-4,-3,-4,0,-3,-2,-2
1619049237.6929462,-1,-1,0,2,-2,-3,-2,0
1619049237.6946785,-2,-2,-1,-2,-2,-2,1,-1
1619049237.7042785,-3,-1,-1,0,-1,0,0,0
1619049237.7059822,0,0,-2,1,0,0,-1,0
1619049237.7083156,-1,0,-1,0,-3,-1,-2,-1
1619049237.7100122,0,-1,-1,1,0,0,-1,-1
1619049237.720817,0,-2,0,0,0,-1,-1,-2
1619049237.7225666,-3,0,-2,-3,-2,0,-2,0
1619049237.726101,0,-4,-4,-5,-2,-1,-2,0
1619049237.727806,0,0,-2,1,-2,-2,-2,-1
1619049237.7421527,0,1,0,1,0,0,0,-1
1619049237.7438817,-2,-1,2,1,1,-1,1,-2
1619049237.74639,1,-2,-2,-2,-1,-2,-3,-2
1619049237.7480867,-4,-2,-1,-1,1,1,-1,2
1619049237.7646668,-1,0,2,-1,-4,-5,-2,0
1619049237.7663977,0,-2,-2,-1,-1,0,0,0
1619049237.7687266,-1,-3,0,0,1,-1,0,-2
1619049237.770438,0,-1,3,4,0,-1,-2,0
1619049237.779716,0,-1,-3,-3,0,-1,-1,0
1619049237.781551,-1,-1,-2,0,-1,0,-2,-2
1619049237.7870162,0,1,1,1,-1,-2,-1,0
1619049237.7887292,1,0,-1,-2,-1,1,1,1
1619049237.810873,-1,0,-1,0,-1,-1,-1,-1
1619049237.8128843,2,1,0,-2,-2,-3,-1,0
1619049237.8155866,-4,0,1,-1,-1,-1,0,-3
1619049237.8173916,0,-2,-2,-1,0,-3,-1,-2
1619049237.8248234,0,-2,-2,-1,-1,0,1,-4
1619049237.8265455,-2,-1,-3,1,-1,-1,0,-1
1619049237.829062,-4,-1,0,0,0,0,-1,-3
1619049237.83096,2,1,-1,-2,-3,-1,-1,0
1619049237.8469553,-2,1,3,2,-3,0,-1,-1
1619049237.8488226,0,1,-2,-1,-1,1,-1,-1
1619049237.8645005,-1,0,-1,-1,-3,-1,-1,1
1619049237.8665257,-1,-3,0,-1,-1,-2,-2,-2
1619049237.8699214,-1,-3,-2,-1,-2,-2,-2,1
1619049237.8717144,-3,-3,-1,-3,0,6,-2,-1
1619049237.8744047,1,0,-2,-1,-1,-2,-1,-1
1619049237.8762417,0,0,1,0,-2,-1,-1,0
1619049237.884764,-1,-1,-4,-3,2,0,1,0
1619049237.886655,-1,-2,-3,-2,-2,-2,-2,0
1619049237.8892193,0,0,-3,-1,0,1,1,1
1619049237.8911128,-3,0,-2,-2,-2,1,-1,-1
1619049237.907513,-1,-2,0,0,-2,0,0,-1
1619049237.9093435,-2,0,-1,-1,0,-3,-2,-1
1619049237.9119043,1,-1,3,0,-2,-1,0,1
1619049237.9137335,0,0,-2,0,-1,-1,-1,-3
1619049237.9225426,-3,0,-2,-4,1,-3,-1,0
1619049237.9244032,0,-1,3,-2,-1,-2,0,0
1619049237.926957,0,-1,2,1,-1,-2,0,-1
1619049237.9289093,-4,-2,-4,-2,-3,0,2,1
1619049237.9530072,-1,-1,-4,0,-3,0,-1,0
1619049237.9550328,2,-1,1,-1,-2,0,-1,-1
1619049237.9575124,-1,-2,-3,-1,-1,0,0,-1
1619049237.9593759,-1,-2,1,-2,-1,-1,-1,1
1619049237.9997659,-2,-2,-3,-3,3,0,-1,-1
