1619049613.4416423,6,6,0,-1,1,2,2,-1
1619049613.4454162,9,9,-4,-1,4,6,-10,0
1619049613.4482768,-14,-12,-1,-2,-9,-8,1,0
1619049613.4503903,1,1,0,-2,0,2,3,-1
1619049613.453157,12,13,-2,3,9,10,-7,2
1619049613.45519,-6,-6,-2,-3,-3,-6,-1,-2
1619049613.4578285,0,-3,1,1,-3,-3,5,-1
1619049613.4613383,7,10,-2,-1,6,7,-5,-2
1619049613.4642155,-5,-6,-4,-2,-3,-4,-3,1
1619049613.466388,-12,-12,0,-1,-10,-8,5,-1
1619049613.469897,6,6,-3,-1,3,1,-1,0
1619049613.4717784,1,2,-3,-1,-1,1,-5,0
1619049613.4742713,-8,-11,-1,-2,-7,-7,2,-2
1619049613.4763637,6,3,2,2,2,2,-1,-1
1619049613.47978,7,8,-1,-1,4,6,-6,1
1619049613.4815953,-6,-7,-2,-1,-5,-5,-1,-3
1619049613.4841335,-3,-1,0,-1,-4,-4,2,-1
1619049613.4859395,4,4,-1,1,5,4,-2,0
1619049613.4951465,-1,-2,0,-1,-1,-1,-2,-2
1619049613.4970121,-5,-6,2,0,-3,-6,3,-1
1619049613.5010662,0,0,-2,-1,2,2,0,-2
1619049613.502946,-1,1,-1,1,0,-1,0,1
1619049613.5163038,-5,-7,-1,0,-2,-3,0,-2
1619049613.5181577,0,-1,1,-1,0,-1,1,2
1619049613.5236998,1,1,0,0,0,0,-4,-2
1619049613.5254996,-2,-3,-1,-1,-2,-3,0,0
1619049613.5461917,1,-1,-1,-1,0,-1,-2,-3
1619049613.5481894,1,2,-3,0,0,1,-1,2
1619049613.5537956,-4,-5,-1,-2,-4,-2,1,0
1619049613.5557897,-2,-3,-1,-1,-2,-1,1,0
1619049613.5627682,-2,3,-1,-1,1,1,-1,-1
1619049613.5646105,-2,-2,-2,-1,-2,-2,-2,-3
1619049613.5671542,-6,-4,-1,0,-3,-7,-2,-2
1619049613.5689933,0,1,-1,0,-2,-1,-2,-1
1619049613.5845807,0,2,-1,0,-2,-1,-4,-1
1619049613.5864847,-1,-3,0,-1,-2,-2,-1,-1
1619049613.5889792,0,-1,-1,0,2,0,2,-1
1619049613.5908556,0,1,0,0,0,3,0,-3
1619049613.598952,-2,-4,0,0,1,-1,0,2
1619049613.6007965,-2,-1,0,-1,-1,-2,-1,-1
1619049613.603327,0,-1,-1,1,0,0,-3,0
1619049613.6050882,-2,-3,-3,-3,-3,-3,0,-1
1619049613.6220436,-3,-3,1,-1,-1,-1,1,-1
1619049613.6240528,1,-1,0,0,-2,-1,-1,-2
1619049613.6266866,-2,-2,-1,-1,-1,-2,-1,-1
1619049613.628533,-4,-3,-1,0,-1,-3,0,-2
1619049613.636384,1,2,-2,-1,-1,-1,-2,0
1619049613.638283,1,-1,-2,-1,-1,-1,-3,1
1619049613.6406877,-2,-1,0,-1,-2,-2,1,0
1619049613.6425245,-1,1,-1,0,-2,0,-3,-2
1619049613.6682332,-1,-1,-1,-2,-1,0,0,-1
1619049613.67037,-5,-2,-2,1,-1,-4,0,-1
1619049613.6730878,-2,-3,0,-3,-1,0,-1,-1
1619049613.675301,0,-1,1,2,2,1,0,1
1619049613.6826825,-2,-2,-2,-1,-2,-1,-2,-3
1619049613.684542,-3,-2,1,2,0,0,1,0
1619049613.6870682,-1,1,-2,-3,-2,0,-2,-1
1619049613.688874,0,1,-3,-3,-2,-2,-2,-2
1619049613.6960537,0,1,-1,-1,0,-1,0,-2
1619049613.6978748,-1,1,0,-2,-1,-1,-1,0
1619049613.7003603,2,0,-2,-1,1,-1,-2,-1
1619049613.7022667,-2,-3,0,-3,-1,-5,-1,-1
1619049613.7190993,-1,-2,1,-1,-3,-2,0,1
1619049613.720959,-1,-1,0,-2,-1,1,-1,-1
1619049613.7234883,-3,-4,1,1,-2,-2,-1,-1
1619049613.7254877,-2,-4,0,-1,-3,-1,-1,-1
1619049613.742297,0,-1,-1,-2,-2,-3,-1,0
1619049613.7442284,1,-1,0,0,0,-2,-4,-1
1619049613.748493,-2,-2,0,0,-4,-2,-1,0
1619049613.750485,1,1,0,0,2,4,1,-1
1619049613.7563777,-1,-1,-2,-1,-1,0,-4,-2
1619049613.758382,-3,-4,-1,-1,-4,-2,2,-3
1619049613.7609792,-1,-4,-1,0,-1,-2,2,-1
1619049613.762856,1,-2,-3,-1,0,-1,-2,-2
1619049613.7786644,-1,-4,-1,1,0,-2,0,1
1619049613.7805169,-2,-2,-1,-2,-1,-2,-1,-2
1619049613.783028,0,2,-1,0,-1,1,-1,-1
1619049613.7848756,-2,0,-1,-2,-3,-1,-1,0
1619049613.8025448,0,-2,0,1,-1,0,1,-2
1619049613.804395,-1,0,-1,-2,0,-1,-1,-1
1619049613.8069668,1,2,2,1,2,2,-1,1
1619049613.8088346,-1,0,1,-2,-3,-1,-2,0
1619049613.8164003,0,0,1,0,0,-1,-1,-1
1619049613.8182652,0,-2,-1,-2,0,1,-2,1
1619049613.8207417,-2,-3,-2,-2,-3,-3,-1,0
1619049613.8226006,0,-3,0,-2,-1,-3,0,-2
1619049613.8389325,-2,1,-2,-1,-4,0,-1,-2
1619049613.8407328,-1,-1,-1,0,1,0,-3,1
1619049613.8432755,-1,-1,-2,1,-1,-1,-2,0
1619049613.8451135,2,1,0,-1,0,-1,-1,0
