1626107342.315407,15627,4151,80,2643,143,1021,1838,58,-6,8
1626107342.3256094,15623,4163,80,2643,150,1051,1818,48,-9,8
1626107342.330699,15623,4163,80,2643,149,1055,1839,13,-6,3
1626107342.3497744,15623,4163,81,2643,141,1042,1842,-14,-5,4
1626107342.3603523,15623,4163,81,2643,142,1027,1848,-9,-7,11
1626107342.3825464,15623,4163,81,2643,145,1025,1833,-1,-6,12
1626107342.4139411,15623,4163,81,2643,154,1024,1840,-1,-5,9
1626107342.4233432,15623,4163,81,2643,146,1030,1839,7,-13,7
1626107342.444635,15623,4164,81,2643,160,1045,1826,-7,-12,5
1626107342.4654102,15624,4159,80,2644,141,1009,1846,-19,-8,6
1626107342.4818404,15625,4156,78,2646,163,1031,1850,-17,-2,11
1626107342.5044599,15626,4150,78,2647,152,998,1856,-22,5,7
1626107342.525057,15626,4150,78,2647,148,1034,1849,0,4,5
1626107342.5419526,15626,4150,78,2647,150,1037,1845,-13,3,2
1626107342.5641778,15627,4147,78,2648,155,1027,1847,-17,2,1
1626107342.585167,15628,4143,78,2648,152,1010,1842,-18,5,2
1626107342.6017888,15629,4139,80,2648,148,1021,1838,-22,10,-3
1626107342.624891,15630,4135,82,2649,141,1008,1847,-17,13,-1
1626107342.6454692,15630,4134,82,2649,143,1001,1847,-1,2,0
1626107342.6616776,15630,4135,82,2649,152,1024,1843,11,2,8
1626107342.6841586,15630,4134,82,2649,153,1019,1847,-5,2,-3
1626107342.7053273,15630,4134,83,2649,134,1014,1846,-7,2,-8
1626107342.7216203,15630,4134,83,2649,150,1003,1840,11,1,5
1626107342.745205,15628,4140,81,2651,158,1026,1831,31,-7,12
1626107342.7654316,15627,4146,81,2650,159,1041,1826,16,-3,-1
1626107342.7821133,15627,4146,82,2650,139,1042,1847,-11,5,-15
1626107342.807664,15627,4145,82,2650,133,1021,1857,-8,5,-13
1626107342.8278494,15626,4148,82,2652,151,1012,1829,17,-1,8
1626107342.8419938,15625,4150,79,2654,164,1017,1839,11,-11,16
1626107342.8647757,15625,4150,79,2654,148,1023,1846,8,-8,-2
1626107342.8882148,15625,4150,79,2654,142,1022,1848,3,-3,-11
1626107342.9022143,15625,4151,80,2653,143,1001,1845,16,-5,-6
1626107342.9275966,15624,4156,79,2653,152,1022,1842,33,-11,2
1626107342.9480336,15624,4156,79,2653,153,1028,1850,15,-5,-5
1626107342.9654253,15624,4158,80,2649,144,1016,1849,16,-7,-18
1626107342.9855587,15623,4163,80,2647,147,1036,1822,18,-10,-10
1626107343.0084677,15622,4168,79,2647,160,1037,1822,17,-8,1
1626107343.0262415,15621,4168,79,2647,158,1054,1847,-1,1,-2
1626107343.0460403,15621,4170,82,2645,161,1091,1850,-11,15,-17
1626107343.0694284,15625,4161,87,2638,166,1071,1840,-71,28,-50
1626107343.0856292,15631,4145,93,2626,146,1027,1831,-95,28,-74
1626107343.1058536,15637,4128,99,2615,161,1039,1853,-103,41,-80
1626107343.129053,15645,4104,110,2603,157,1023,1852,-130,69,-90
1626107343.1468172,15654,4076,127,2592,178,1028,1902,-140,120,-103
1626107343.1653872,15663,4052,153,2580,194,967,1843,-106,176,-132
1626107343.1912408,15672,4033,192,2552,94,1026,1833,-96,178,-205
1626107343.2064703,15682,4006,226,2528,94,1054,1856,-155,165,-182
1626107343.2287636,15695,3969,257,2502,76,991,1869,-185,151,-190
1626107343.25357,15707,3932,287,2481,71,943,1876,-165,159,-168
1626107343.2652085,15719,3889,318,2468,72,881,1906,-165,181,-126
1626107343.284611,15729,3846,351,2470,62,854,1927,-150,210,-52
1626107343.3040059,15731,3825,390,2480,95,948,1952,-61,265,-13
1626107343.328687,15731,3817,444,2489,61,979,1931,4,314,-25
1626107343.3487253,15729,3816,496,2493,-20,935,1833,45,264,-38
1626107343.3646362,15726,3820,535,2496,-41,975,1819,40,182,-15
1626107343.3886,15723,3827,559,2497,-32,1055,1867,14,101,-12
